,PeakNumber,startTime,endTime,peakMaxTime,File,Mass,Group,Group_by_ChromAlignNet,AlignedTime,RealAlignedTime
325,7,16.008,16.039,16.035,24,92,9,14,15.887785600536125,16.03531639732246
326,8,16.096,16.215999999999998,16.153,24,92,10,17,16.15218983247317,16.152190932644274
327,9,17.022000000000002,17.119,17.079,24,92,18,27,17.084047987750232,17.077882848962304
328,10,17.122,17.27,17.179000000000002,24,92,19,28,17.17887714813634,17.178833528047246
329,0,14.868,14.915,14.911,25,92,2,3,14.914732747717288,14.914879540385458
330,1,14.992,15.116,15.052,25,92,3,5,15.060365429256013,15.070493807790394
331,2,15.264000000000001,15.344000000000001,15.300999999999998,25,92,5,10,15.297791348061047,15.297791348061047
332,3,15.556,15.72,15.616,25,92,6,12,15.614688706698338,15.615016400515374
333,4,15.837,15.927999999999999,15.874,25,92,8,14,15.887785600536125,15.8707250973198
334,5,15.988,16.086,16.039,25,92,9,15,16.008996684978747,16.03531639732246
335,6,16.099,16.203,16.149,25,92,10,17,16.15218983247317,16.152190932644274
336,7,16.3,16.438,16.384,25,92,12,19,16.39376036963959,16.38191514747558
337,8,16.438,16.562,16.455,25,92,13,20,16.448454631799272,16.448454631799272
338,9,16.723,16.797,16.767,25,92,15,23,16.768314623435607,16.76831462343561
339,10,16.8,16.874000000000002,16.827,25,92,16,24,16.820439674030673,16.82503476397018
340,11,16.878,16.951,16.910999999999998,25,92,17,26,16.908535934317765,16.908535934317765
341,12,16.995,17.129,17.076,25,92,18,27,17.084047987750232,17.077882848962304
342,13,17.133,17.31,17.176,25,92,19,28,17.17887714813634,17.178833528047246
343,14,17.374000000000002,17.492,17.424,25,92,20,31,17.421538031378084,17.42194889563897
344,0,14.865,14.909,14.909,26,92,2,3,14.914732747717288,14.914879540385458
345,1,14.989,15.117,15.05,26,92,3,5,15.060365429256013,15.070493807790394
346,2,15.171,15.190999999999999,15.174000000000001,26,92,4,9,15.176721350223145,15.151234637803341
347,3,15.56,15.744000000000002,15.617,26,92,6,12,15.614688706698338,15.615016400515374
348,4,15.838,15.929,15.872,26,92,8,14,15.887785600536125,15.8707250973198
349,5,15.989,16.09,16.035999999999998,26,92,9,15,16.008996684978747,16.03531639732246
350,6,16.097,16.211,16.15,26,92,10,17,16.15218983247317,16.152190932644274
351,7,16.315,16.526,16.389,26,92,12,19,16.39376036963959,16.38191514747558
352,8,16.717,16.798,16.771,26,92,15,23,16.768314623435607,16.76831462343561
353,9,16.801,16.878,16.831,26,92,16,25,16.86693692571636,16.82503476397018
354,10,17.003,17.133,17.076,26,92,18,27,17.084047987750232,17.077882848962304
355,11,17.137,17.250999999999998,17.177,26,92,19,28,17.17887714813634,17.178833528047246
356,12,17.372,17.489,17.419,26,92,20,31,17.421538031378084,17.42194889563897
357,0,14.547,14.591,14.591,27,92,0,0,14.617083014540764,14.61697520364879
358,1,14.856,14.933,14.919,27,92,2,3,14.914732747717288,14.914879540385458
359,2,14.933,14.99,14.946,27,92,2,4,14.93663638489459,14.914879540385458
360,3,14.997,15.107000000000001,15.054,27,92,3,5,15.060365429256013,15.070493807790394
361,4,15.110999999999999,15.174000000000001,15.134,27,92,4,8,15.136924726796751,15.151234637803341
362,5,15.190999999999999,15.220999999999998,15.190999999999999,27,92,-1,9,15.176721350223145,15.190999999999999
363,6,15.564,15.745,15.620999999999999,27,92,6,12,15.614688706698338,15.615016400515374
364,7,15.842,15.923,15.876,27,92,8,14,15.887785600536125,15.8707250973198
365,8,15.985999999999999,16.09,16.04,27,92,9,15,16.008996684978747,16.03531639732246
366,9,16.094,16.211,16.154,27,92,10,17,16.15218983247317,16.152190932644274
367,10,16.225,16.278,16.250999999999998,27,92,11,18,16.22983361429619,16.25402327528519
368,11,17.01,17.124000000000002,17.08,27,92,18,27,17.084047987750232,17.077882848962304
369,12,17.127,17.250999999999998,17.177,27,92,19,28,17.17887714813634,17.178833528047246
370,13,17.392,17.429000000000002,17.426,27,92,20,31,17.421538031378084,17.42194889563897
371,0,14.569,14.673,14.626,28,92,0,0,14.617083014540764,14.61697520364879
372,1,14.878,14.985,14.921,28,92,2,3,14.914732747717288,14.914879540385458
373,2,15.005,15.126,15.069,28,92,3,5,15.060365429256013,15.070493807790394
374,3,15.142999999999999,15.2,15.149000000000001,28,92,4,8,15.136924726796751,15.151234637803341
375,4,15.378,15.431,15.427999999999999,28,92,-1,11,15.427999999999999,15.427999999999999
376,5,15.458,15.488,15.488,28,92,-1,12,15.614688706698338,15.488
377,6,15.522,15.75,15.629000000000001,28,92,6,13,15.629000000000001,15.615016400515374
378,7,15.773,15.854000000000001,15.82,28,92,7,14,15.887785600536125,15.81542460405248
379,8,15.857000000000001,15.940999999999999,15.884,28,92,8,15,16.008996684978747,15.8707250973198
380,9,16.002,16.099,16.049,28,92,9,16,16.035956669420155,16.03531639732246
381,10,16.105999999999998,16.226,16.163,28,92,10,17,16.15218983247317,16.152190932644274
382,11,16.74,16.804000000000002,16.78,28,92,15,23,16.768314623435607,16.76831462343561
383,12,16.81,16.881,16.837,28,92,16,25,16.86693692571636,16.82503476397018
384,13,17.035,17.129,17.085,28,92,18,27,17.084047987750232,17.077882848962304
385,14,17.132,17.262999999999998,17.183,28,92,19,28,17.17887714813634,17.178833528047246
386,15,17.381,17.430999999999997,17.428,28,92,20,31,17.421538031378084,17.42194889563897
387,0,14.864,14.975,14.907,29,92,2,3,14.914732747717288,14.914879540385458
388,1,14.991,15.109000000000002,15.052,29,92,3,5,15.060365429256013,15.070493807790394
389,2,15.558,15.76,15.619000000000002,29,92,6,12,15.614688706698338,15.615016400515374
390,3,15.837,15.921,15.877,29,92,8,14,15.887785600536125,15.8707250973198
391,4,15.960999999999999,16.095,16.038,29,92,9,15,16.008996684978747,16.03531639732246
392,5,16.098,16.206,16.149,29,92,10,17,16.15218983247317,16.152190932644274
393,6,16.32,16.528,16.39,29,92,12,19,16.39376036963959,16.38191514747558
394,7,16.719,16.793,16.77,29,92,15,23,16.768314623435607,16.76831462343561
395,8,16.796,16.877,16.83,29,92,16,25,16.86693692571636,16.82503476397018
396,9,17.004,17.125,17.078,29,92,18,27,17.084047987750232,17.077882848962304
397,10,17.129,17.249000000000002,17.179000000000002,29,92,19,28,17.17887714813634,17.178833528047246
398,11,17.373,17.434,17.42,29,92,20,31,17.421538031378084,17.42194889563897
399,12,17.424,17.494,17.434,29,92,20,32,17.434,17.42194889563897
400,0,14.741,14.808,14.780999999999999,30,92,1,2,14.767794573208272,14.767794573208272
401,1,14.862,14.982000000000001,14.912,30,92,2,3,14.914732747717288,14.914879540385458
402,2,14.992,15.11,15.049000000000001,30,92,3,5,15.060365429256013,15.070493807790394
403,3,15.17,15.2,15.17,30,92,4,9,15.176721350223145,15.151234637803341
404,4,15.264000000000001,15.365,15.298,30,92,5,10,15.297791348061047,15.297791348061047
405,5,15.559000000000001,15.72,15.616,30,92,6,12,15.614688706698338,15.615016400515374
406,6,15.965,16.089000000000002,16.039,30,92,9,14,15.887785600536125,16.03531639732246
407,7,16.096,16.207,16.147000000000002,30,92,10,17,16.15218983247317,16.152190932644274
408,8,16.304000000000002,16.516,16.385,30,92,12,19,16.39376036963959,16.38191514747558
409,9,16.717,16.797,16.774,30,92,15,23,16.768314623435607,16.76831462343561
410,10,16.801,16.871,16.820999999999998,30,92,16,25,16.86693692571636,16.82503476397018
411,11,16.875,16.962,16.922,30,92,17,26,16.908535934317765,16.908535934317765
412,12,17.005,17.125999999999998,17.079,30,92,18,27,17.084047987750232,17.077882848962304
413,13,17.13,17.237000000000002,17.177,30,92,19,28,17.17887714813634,17.178833528047246
414,14,17.371,17.495,17.421,30,92,20,31,17.421538031378084,17.42194889563897
415,0,14.850999999999999,14.970999999999998,14.921,31,92,2,3,14.914732747717288,14.914879540385458
416,1,14.975,15.092,15.032,31,92,3,5,15.060365429256013,15.070493807790394
417,2,15.149000000000001,15.243,15.165999999999999,31,92,4,9,15.176721350223145,15.151234637803341
418,3,15.545,15.716,15.599,31,92,6,12,15.614688706698338,15.615016400515374
419,4,15.763,15.802999999999999,15.802999999999999,31,92,7,14,15.887785600536125,15.81542460405248
420,5,15.827,15.914000000000001,15.857000000000001,31,92,8,15,16.008996684978747,15.8707250973198
421,6,15.968,16.075,16.022000000000002,31,92,9,16,16.035956669420155,16.03531639732246
422,7,16.082,16.183,16.132,31,92,10,17,16.15218983247317,16.152190932644274
423,8,16.27,16.451,16.36,31,92,12,19,16.39376036963959,16.38191514747558
424,9,16.451,16.565,16.454,31,92,13,20,16.448454631799272,16.448454631799272
425,10,16.703,16.776,16.746,31,92,15,23,16.768314623435607,16.76831462343561
426,11,16.78,16.85,16.807000000000002,31,92,16,25,16.86693692571636,16.82503476397018
427,12,16.854,16.937,16.894000000000002,31,92,17,26,16.908535934317765,16.908535934317765
428,13,16.980999999999998,17.122,17.062,31,92,18,27,17.084047987750232,17.077882848962304
429,14,17.125,17.162,17.159000000000002,31,92,19,28,17.17887714813634,17.178833528047246
430,15,17.36,17.471,17.414,31,92,20,31,17.421538031378084,17.42194889563897
431,0,14.859000000000002,14.98,14.91,32,92,2,3,14.914732747717288,14.914879540385458
432,1,14.987,15.114,15.05,32,92,3,5,15.060365429256013,15.070493807790394
433,2,15.265,15.339,15.299000000000001,32,92,5,10,15.297791348061047,15.297791348061047
434,3,15.56,15.745,15.617,32,92,6,12,15.614688706698338,15.615016400515374
435,4,15.845999999999998,15.925999999999998,15.869000000000002,32,92,8,14,15.887785600536125,15.8707250973198
436,5,15.997,16.084,16.04,32,92,9,15,16.008996684978747,16.03531639732246
437,6,16.101,16.205,16.151,32,92,10,17,16.15218983247317,16.152190932644274
438,7,16.225,16.292,16.255,32,92,11,18,16.22983361429619,16.25402327528519
439,8,16.718,16.795,16.772000000000002,32,92,15,23,16.768314623435607,16.76831462343561
440,9,16.799,16.875999999999998,16.832,32,92,16,25,16.86693692571636,16.82503476397018
441,10,17.01,17.124000000000002,17.077,32,92,18,27,17.084047987750232,17.077882848962304
442,11,17.127,17.258,17.178,32,92,19,28,17.17887714813634,17.178833528047246
443,12,17.386,17.473,17.423,32,92,20,31,17.421538031378084,17.42194889563897
444,0,14.55,14.664000000000001,14.614,33,92,0,0,14.617083014540764,14.61697520364879
445,1,14.856,14.975999999999999,14.905999999999999,33,92,2,3,14.914732747717288,14.914879540385458
446,2,14.99,15.117,15.052999999999999,33,92,3,5,15.060365429256013,15.070493807790394
447,3,15.56,15.735,15.614,33,92,6,12,15.614688706698338,15.615016400515374
448,4,15.845,15.922,15.872,33,92,8,14,15.887785600536125,15.8707250973198
449,5,15.993,16.083,16.037,33,92,9,15,16.008996684978747,16.03531639732246
450,6,16.1,16.208,16.151,33,92,10,17,16.15218983247317,16.152190932644274
451,7,16.322,16.402,16.382,33,92,12,19,16.39376036963959,16.38191514747558
452,8,16.721,16.798,16.775,33,92,15,23,16.768314623435607,16.76831462343561
453,9,16.801,16.875,16.832,33,92,16,25,16.86693692571636,16.82503476397018
454,10,16.879,16.963,16.912,33,92,17,26,16.908535934317765,16.908535934317765
455,11,17.023,17.12,17.08,33,92,18,27,17.084047987750232,17.077882848962304
456,12,17.124000000000002,17.250999999999998,17.174,33,92,19,28,17.17887714813634,17.178833528047246
457,13,17.375,17.452,17.419,33,92,20,31,17.421538031378084,17.42194889563897
458,0,14.86,14.981,14.91,34,92,2,3,14.914732747717288,14.914879540385458
459,1,14.991,15.110999999999999,15.050999999999998,34,92,3,5,15.060365429256013,15.070493807790394
460,2,15.262,15.296,15.296,34,92,5,10,15.297791348061047,15.297791348061047
461,3,15.558,15.752,15.615,34,92,6,12,15.614688706698338,15.615016400515374
462,4,15.839,15.917,15.873,34,92,8,14,15.887785600536125,15.8707250973198
463,5,15.974,16.088,16.037,34,92,9,15,16.008996684978747,16.03531639732246
464,6,16.094,16.205,16.152,34,92,10,17,16.15218983247317,16.152190932644274
465,7,16.309,16.423,16.386,34,92,12,19,16.39376036963959,16.38191514747558
466,8,16.423,16.521,16.442999999999998,34,92,13,20,16.448454631799272,16.448454631799272
467,9,16.725,16.789,16.772000000000002,34,92,15,23,16.768314623435607,16.76831462343561
468,10,16.796,16.87,16.826,34,92,16,25,16.86693692571636,16.82503476397018
469,11,16.873,16.96,16.913,34,92,17,26,16.908535934317765,16.908535934317765
470,12,17.004,17.125,17.078,34,92,18,27,17.084047987750232,17.077882848962304
471,13,17.128,17.249000000000002,17.175,34,92,19,28,17.17887714813634,17.178833528047246
472,14,17.363,17.463,17.42,34,92,20,31,17.421538031378084,17.42194889563897
473,0,14.552,14.665999999999999,14.616,35,92,0,0,14.617083014540764,14.61697520364879
474,1,14.857000000000001,14.985,14.911,35,92,2,3,14.914732747717288,14.914879540385458
475,2,14.991,15.119000000000002,15.055,35,92,3,5,15.060365429256013,15.070493807790394
476,3,15.562000000000001,15.743,15.619000000000002,35,92,6,12,15.614688706698338,15.615016400515374
477,4,15.777000000000001,15.817,15.817,35,92,7,14,15.887785600536125,15.81542460405248
478,5,15.847000000000001,15.927,15.877,35,92,8,15,16.008996684978747,15.8707250973198
479,6,15.988,16.092,16.038,35,92,9,16,16.035956669420155,16.03531639732246
480,7,16.099,16.213,16.152,35,92,10,17,16.15218983247317,16.152190932644274
481,8,16.726,16.803,16.776,35,92,15,23,16.768314623435607,16.76831462343561
482,9,16.807000000000002,16.874000000000002,16.833,35,92,16,25,16.86693692571636,16.82503476397018
483,10,16.877,16.954,16.910999999999998,35,92,17,26,16.908535934317765,16.908535934317765
484,11,17.028,17.122,17.082,35,92,18,27,17.084047987750232,17.077882848962304
485,12,17.125,17.249000000000002,17.176,35,92,19,28,17.17887714813634,17.178833528047246
486,13,17.37,17.480999999999998,17.417,35,92,20,31,17.421538031378084,17.42194889563897
487,0,14.552999999999999,14.68,14.616,36,92,0,0,14.617083014540764,14.61697520364879
488,1,14.850999999999999,14.989,14.915,36,92,2,3,14.914732747717288,14.914879540385458
489,2,14.992,15.089,15.065999999999999,36,92,3,5,15.060365429256013,15.070493807790394
490,3,15.093,15.2,15.103,36,92,3,6,15.098255557757403,15.070493807790394
491,4,15.573,15.667,15.616,36,92,6,12,15.614688706698338,15.615016400515374
492,5,16.096,16.217,16.15,36,92,10,17,16.15218983247317,16.152190932644274
493,6,17.022000000000002,17.119,17.079,36,92,18,27,17.084047987750232,17.077882848962304
494,7,17.123,17.267,17.18,36,92,19,28,17.17887714813634,17.178833528047246
495,0,14.55,14.661,14.61,37,92,0,0,14.617083014540764,14.61697520364879
496,1,14.852,14.975999999999999,14.905999999999999,37,92,2,3,14.914732747717288,14.914879540385458
497,2,14.989,15.114,15.056,37,92,3,5,15.060365429256013,15.070493807790394
498,3,15.562999999999999,15.717,15.617,37,92,6,12,15.614688706698338,15.615016400515374
499,4,15.818,15.845,15.821,37,92,7,14,15.887785600536125,15.81542460405248
500,5,15.852,15.919,15.875,37,92,8,15,16.008996684978747,15.8707250973198
501,6,15.993,16.087,16.035999999999998,37,92,9,16,16.035956669420155,16.03531639732246
502,7,16.093,16.217,16.15,37,92,10,17,16.15218983247317,16.152190932644274
503,8,17.023,17.12,17.076,37,92,18,27,17.084047987750232,17.077882848962304
504,9,17.123,17.254,17.174,37,92,19,28,17.17887714813634,17.178833528047246
505,0,14.982000000000001,15.095999999999998,15.039000000000001,38,92,3,5,15.060365429256013,15.070493807790394
506,1,15.546,15.717,15.606,38,92,6,12,15.614688706698338,15.615016400515374
507,2,15.834000000000001,15.915,15.860999999999999,38,92,8,14,15.887785600536125,15.8707250973198
508,3,15.972000000000001,16.079,16.026,38,92,9,15,16.008996684978747,16.03531639732246
509,4,16.083,16.197,16.14,38,92,10,17,16.15218983247317,16.152190932644274
510,5,16.307000000000002,16.428,16.375,38,92,12,19,16.39376036963959,16.38191514747558
511,6,16.435,16.502,16.448,38,92,13,20,16.448454631799272,16.448454631799272
512,7,16.717,16.787,16.76,38,92,15,23,16.768314623435607,16.76831462343561
513,8,16.791,16.861,16.814,38,92,16,25,16.86693692571636,16.82503476397018
514,9,16.995,17.116,17.069000000000003,38,92,18,27,17.084047987750232,17.077882848962304
515,10,17.119,17.227,17.163,38,92,19,28,17.17887714813634,17.178833528047246
516,11,17.364,17.465,17.408,38,92,20,31,17.421538031378084,17.42194889563897
517,0,14.722999999999999,14.797,14.764000000000001,39,92,1,2,14.767794573208272,14.767794573208272
518,1,14.978,15.095999999999998,15.035,39,92,3,5,15.060365429256013,15.070493807790394
519,2,15.542,15.73,15.602,39,92,6,12,15.614688706698338,15.615016400515374
520,3,15.82,15.911,15.860999999999999,39,92,8,14,15.887785600536125,15.8707250973198
521,4,15.950999999999999,16.075,16.022000000000002,39,92,9,15,16.008996684978747,16.03531639732246
522,5,16.079,16.149,16.129,39,92,10,17,16.15218983247317,16.152190932644274
523,6,16.153,16.19,16.153,39,92,10,18,16.22983361429619,16.152190932644274
524,7,16.706,16.783,16.76,39,92,15,23,16.768314623435607,16.76831462343561
525,8,16.814,16.861,16.82,39,92,16,19,16.39376036963959,16.82503476397018
526,9,16.864,16.941,16.897000000000002,39,92,17,26,16.908535934317765,16.908535934317765
527,10,16.988,17.059,17.025,39,92,18,25,16.86693692571636,17.077882848962304
528,11,16.988,17.125999999999998,17.062,39,92,18,27,17.084047987750232,17.077882848962304
529,12,17.129,17.173,17.159000000000002,39,92,19,28,17.17887714813634,17.178833528047246
530,13,17.199,17.226,17.199,39,92,19,29,17.199,17.178833528047246
531,14,17.36,17.477999999999998,17.421,39,92,20,31,17.421538031378084,17.42194889563897
532,0,14.731,14.765,14.761,40,92,1,2,14.767794573208272,14.767794573208272
533,1,14.849,14.963,14.895999999999999,40,92,2,3,14.914732747717288,14.914879540385458
534,2,14.98,15.104000000000001,15.037,40,92,3,5,15.060365429256013,15.070493807790394
535,3,15.248,15.339,15.285,40,92,5,10,15.297791348061047,15.297791348061047
536,4,15.54,15.700999999999999,15.604000000000001,40,92,6,12,15.614688706698338,15.615016400515374
537,5,15.825,15.915999999999999,15.859000000000002,40,92,8,14,15.887785600536125,15.8707250973198
538,6,15.946,16.08,16.023,40,92,9,15,16.008996684978747,16.03531639732246
539,7,16.083,16.191,16.137,40,92,10,17,16.15218983247317,16.152190932644274
540,8,16.285,16.496,16.375,40,92,12,19,16.39376036963959,16.38191514747558
541,9,16.701,16.781,16.758,40,92,15,23,16.768314623435607,16.76831462343561
542,10,16.785,16.862000000000002,16.815,40,92,16,25,16.86693692571636,16.82503476397018
543,11,16.993,17.113,17.066,40,92,18,27,17.084047987750232,17.077882848962304
544,12,17.117,17.227999999999998,17.16,40,92,19,28,17.17887714813634,17.178833528047246
545,13,17.355,17.476,17.409000000000002,40,92,20,31,17.421538031378084,17.42194889563897
